instrument_key,trading_symbol,isin,company_name,exchange,segment
NSE_EQ|INE0LLY01014,EIEL,INE0LLY01014,ENVIRO INFRA ENGINEERS L,NSE,NSE_EQ
NSE_EQ|INE585B01010,MARUTI,INE585B01010,MARUTI SUZUKI INDIA LTD.,NSE,NSE_EQ
NSE_EQ|INE139A01034,NATIONALUM,INE139A01034,NATIONAL ALUMINIUM CO LTD,NSE,NSE_EQ
NSE_EQ|INE912H01013,MBLINFRA,INE912H01013,MBL INFRASTRUCTURE LTD,NSE,NSE_EQ
NSE_EQ|INE763I01026,TARIL,INE763I01026,TRANS & RECTI. LTD,NSE,NSE_EQ
NSE_EQ|INE875G01048,NDL,INE875G01048,NANDAN DENIM LIMITED,NSE,NSE_EQ
NSE_EQ|INE449C01025,ANDREWYU,INE449C01025,ANDREW YULE & CO. LTD.,NSE,NSE_EQ
NSE_EQ|INE919I01024,RADIOCITY,INE919I01024,MUSIC BROADCAST LIMITED,NSE,NSE_EQ
NSE_EQ|INE314T01033,GOKULAGRO,INE314T01033,GOKUL AGRO RESOURCES LTD,NSE,NSE_EQ
NSE_EQ|INE12F801023,KISSHT,INE12F801023,ONEMI TECHNOLOGY SOL LTD,NSE,NSE_EQ
NSE_EQ|INE395U01014,NINSYS,INE395U01014,NINTEC SYSTEMS LIMITED,NSE,NSE_EQ
NSE_EQ|INE970X01018,LEMONTREE,INE970X01018,LEMON TREE HOTELS LTD,NSE,NSE_EQ
NSE_EQ|INE977Y01011,BCONCEPTS,INE977Y01011,BRAND CONCEPTS LIMITED,NSE,NSE_EQ
NSE_EQ|INE618R01015,SGFIN,INE618R01015,SG FINSERVE LIMITED,NSE,NSE_EQ
NSE_EQ|INE522D01027,MANAPPURAM,INE522D01027,MANAPPURAM FINANCE LTD,NSE,NSE_EQ
NSE_EQ|INE017W01010,SMLT,INE017W01010,SARTHAK METALS LIMITED,NSE,NSE_EQ
NSE_EQ|INE250B01029,VINYLINDIA,INE250B01029,VINYL CHEMICALS (I) LTD.,NSE,NSE_EQ
NSE_EQ|INE955I01044,SEJALLTD,INE955I01044,SEJAL GLASS LIMITED,NSE,NSE_EQ
NSE_EQ|INE485C01029,IOLCP,INE485C01029,IOL CHEM AND PHARMA LTD,NSE,NSE_EQ
NSE_EQ|INE660C01027,CENTRUM,INE660C01027,CENTRUM CAPITAL LIMITED,NSE,NSE_EQ
NSE_EQ|INE991I01015,ASPINWALL,INE991I01015,ASPINWALL & CO LTD,NSE,NSE_EQ
NSE_EQ|INE932X01026,SHAREINDIA,INE932X01026,SHARE IND. SECURITIES LTD,NSE,NSE_EQ
NSE_EQ|INE032A01023,BOMDYEING,INE032A01023,BOMBAY DYEING & MFG. CO L,NSE,NSE_EQ
NSE_EQ|INE353H01010,SGL,INE353H01010,STL GLOBAL LIMITED,NSE,NSE_EQ
NSE_EQ|INE177A01018,INGERRAND,INE177A01018,INGERSOLL-RAND INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE772T01024,PVSL,INE772T01024,POPULAR VEHICLES N SER L,NSE,NSE_EQ
NSE_EQ|INE016Q01014,CEINSYS,INE016Q01014,CEINSYS TECH LIMITED,NSE,NSE_EQ
NSE_EQ|INE175A01038,JISLJALEQS,INE175A01038,JAIN IRRIGATION SYSTEMS,NSE,NSE_EQ
NSE_EQ|INE716D01033,CRSL,INE716D01033,CRESSANDA RAILWAY SOLUT L,NSE,NSE_EQ
NSE_EQ|INE0P6P01016,CPEDU,INE0P6P01016,CAREER POINT EDUTECH LTD,NSE,NSE_EQ
NSE_EQ|INE629D01020,BANSWRAS,INE629D01020,BANSWARA SYNTEX LIMITED,NSE,NSE_EQ
NSE_EQ|INE642Y01029,HINDCON,INE642Y01029,HINDCON CHEMICALS LIMITED,NSE,NSE_EQ
NSE_EQ|INE737H01014,FIEMIND,INE737H01014,FIEM INDUSTRIES LIMITED,NSE,NSE_EQ
NSE_EQ|INE916U01025,SFL,INE916U01025,SHEELA FOAM LIMITED,NSE,NSE_EQ
NSE_EQ|INE0PT501018,PLATIND,INE0PT501018,PLATINUM INDUSTRIES LTD,NSE,NSE_EQ
NSE_EQ|INE766P01016,MAHLOG,INE766P01016,MAHINDRA LOGISTIC LIMITED,NSE,NSE_EQ
NSE_EQ|INE540G01014,AMBIKCO,INE540G01014,AMBIKA COTTON MILL LTD.,NSE,NSE_EQ
NSE_EQ|INE672B01032,MUNJALAU,INE672B01032,MUNJAL AUTO IND. LTD.,NSE,NSE_EQ
NSE_EQ|INE201P01022,GRINFRA,INE201P01022,G R INFRAPROJECTS LIMITED,NSE,NSE_EQ
NSE_EQ|INE1NPP01017,ENRIN,INE1NPP01017,SIEMENS ENERGY INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE0GK401011,TATVA,INE0GK401011,TATVA CHIN PHARM CHEM LTD,NSE,NSE_EQ
NSE_EQ|INE427F01016,CHALET,INE427F01016,CHALET HOTELS LIMITED,NSE,NSE_EQ
NSE_EQ|INE227G01018,INDOWIND,INE227G01018,INDOWIND ENERGY LTD,NSE,NSE_EQ
NSE_EQ|INE00R701025,DALBHARAT,INE00R701025,DALMIA BHARAT LIMITED,NSE,NSE_EQ
NSE_EQ|INE03CC01015,JUBLCPL,INE03CC01015,JUBILANT AGRI N CON PRO L,NSE,NSE_EQ
NSE_EQ|INE060B01014,KHANDSE,INE060B01014,KHANDWALA SECURITIES LTD,NSE,NSE_EQ
NSE_EQ|INE0KGZ01021,SIGNPOST,INE0KGZ01021,SIGNPOST INDIA LIMITED,NSE,NSE_EQ
NSE_EQ|INE438K01021,KALAMANDIR,INE438K01021,SAI SILKS (KALAMANDIR) L,NSE,NSE_EQ
NSE_EQ|INE879A01019,SHREERAMA,INE879A01019,SHREE RAMA MULTI TECH LTD,NSE,NSE_EQ
NSE_EQ|INE0BTI01037,KAMOPAINTS,INE0BTI01037,KAMDHENU VENTURES LIMITED,NSE,NSE_EQ
NSE_EQ|INE967B01028,SGLRES,INE967B01028,SGL RESOURCES LIMITED,NSE,NSE_EQ
NSE_EQ|INE056801025,IVALUE,INE056801025,IVALUE INFOSOLUTIONS LTD,NSE,NSE_EQ
NSE_EQ|INE165B01029,RSSOFTWARE,INE165B01029,R. S. SOFTWARE (INDIA) LI,NSE,NSE_EQ
NSE_EQ|INE917I01010,BAJAJ-AUTO,INE917I01010,BAJAJ AUTO LIMITED,NSE,NSE_EQ
NSE_EQ|INE414Y01015,SGRL,INE414Y01015,SHREE GANESH REMEDIES LTD,NSE,NSE_EQ
NSE_EQ|INE1TAE01010,TMCV,INE1TAE01010,TATA MOTORS LIMITED,NSE,NSE_EQ
NSE_EQ|INE722H01024,RGL,INE722H01024,RENAISSANCE GLOBAL LTD,NSE,NSE_EQ
NSE_EQ|INE00Y801016,AKG,INE00Y801016,AKG EXIM LIMITED,NSE,NSE_EQ
NSE_EQ|INE767C01012,AXTEL,INE767C01012,AXTEL INDUSTRIES LTD.,NSE,NSE_EQ
NSE_EQ|INE146L01010,KIRLOSENG,INE146L01010,KIRLOSKAR OIL ENG LTD,NSE,NSE_EQ
NSE_EQ|INE547B01028,XTGLOBAL,INE547B01028,XTGLOBAL INFOTECH LIMITED,NSE,NSE_EQ
NSE_EQ|INE798F01010,PANCHMAHQ,INE798F01010,PANCHMAHAL STEEL LTD.,NSE,NSE_EQ
NSE_EQ|INE141K01013,TEXMOPIPES,INE141K01013,TEXMO PIPE & PRODUCTS LTD,NSE,NSE_EQ
NSE_EQ|INE265B01019,NITTAGELA,INE265B01019,NITTA GELATIN INDIA LTD.,NSE,NSE_EQ
NSE_EQ|INE943P01029,AGARWALEYE,INE943P01029,DR AGARWALS HEALTH CARE L,NSE,NSE_EQ
NSE_EQ|INE222F01029,VTMLTD,INE222F01029,V T M LTD.,NSE,NSE_EQ
NSE_EQ|INE267A01025,HINDZINC,INE267A01025,HINDUSTAN ZINC LIMITED,NSE,NSE_EQ
NSE_EQ|INE466L01038,360ONE,INE466L01038,360 ONE WAM LIMITED,NSE,NSE_EQ
NSE_EQ|INE545H01011,TIIL,INE545H01011,TECHNOCRAFT IND LTD,NSE,NSE_EQ
NSE_EQ|INE750D01016,RELCHEMQ,INE750D01016,RELIANCE CHEMOTEX IND LTD,NSE,NSE_EQ
NSE_EQ|INE976R01033,AGIIL,INE976R01033,AGI INFRA LIMITED,NSE,NSE_EQ
NSE_EQ|INE324X01026,SARVESHWAR,INE324X01026,SARVESHWAR FOODS LIMITED,NSE,NSE_EQ
NSE_EQ|INE070A01015,SHREECEM,INE070A01015,SHREE CEMENT LIMITED,NSE,NSE_EQ
NSE_EQ|INE242C01024,ANANTRAJ,INE242C01024,ANANT RAJ LIMITED,NSE,NSE_EQ
NSE_EQ|INE908V01012,LIBAS,INE908V01012,LIBAS CONSU PRODUCTS LTD,NSE,NSE_EQ
NSE_EQ|INE785A01026,JAYAGROGN,INE785A01026,JAYANT AGRO ORGANICS LTD,NSE,NSE_EQ
NSE_EQ|INE093R01011,LLOYDSENGG,INE093R01011,LLOYDS ENGG WORK LIMITED,NSE,NSE_EQ
NSE_EQ|INE066O01014,WONDERLA,INE066O01014,WONDERLA HOLIDAYS LTD.,NSE,NSE_EQ
NSE_EQ|INE563J01010,ASTEC,INE563J01010,ASTEC LIFESCIENCES LTD,NSE,NSE_EQ
NSE_EQ|INE0QJW01029,LCL,INE0QJW01029,LOHIA CORP LIMITED,NSE,NSE_EQ
NSE_EQ|INE784R01023,ARFIN,INE784R01023,ARFIN INDIA LIMITED,NSE,NSE_EQ
NSE_EQ|INE0B1K01014,DJML,INE0B1K01014,DJ MEDIAPRINT & LOG LTD,NSE,NSE_EQ
NSE_EQ|INE982V01025,JETFREIGHT,INE982V01025,JET FREIGHT LOGISTICS LTD,NSE,NSE_EQ
NSE_EQ|INE865C01022,BIRLAMONEY,INE865C01022,ADITYA BIRLA MONEY LTD,NSE,NSE_EQ
NSE_EQ|INE883F01010,AADHARHFC,INE883F01010,AADHAR HOUSING FINANCE L,NSE,NSE_EQ
NSE_EQ|INE276G01015,ASIANENE,INE276G01015,ASIAN ENERGY SERVICES LTD,NSE,NSE_EQ
NSE_EQ|INE798K01010,KRITINUT,INE798K01010,KRITI NUTRIENTS LIMITED,NSE,NSE_EQ
NSE_EQ|INE749A01030,JINDALSTEL,INE749A01030,JINDAL STEEL LIMITED,NSE,NSE_EQ
NSE_EQ|INE171Z01026,BDL,INE171Z01026,BHARAT DYNAMICS LIMITED,NSE,NSE_EQ
NSE_EQ|INE641R01017,QUINT,INE641R01017,QUINT DIGITAL LTD.,NSE,NSE_EQ
NSE_EQ|INE591G01025,COFORGE,INE591G01025,COFORGE LIMITED,NSE,NSE_EQ
NSE_EQ|INE557A01011,BIRLANU,INE557A01011,BIRLANU LIMITED,NSE,NSE_EQ
NSE_EQ|INE034S01021,ARVSMART,INE034S01021,ARVIND SMARTSPACES LTD,NSE,NSE_EQ
NSE_EQ|INE0INJ01017,PLAZACABLE,INE0INJ01017,PLAZA WIRES LIMITED,NSE,NSE_EQ
NSE_EQ|INE298W01016,CHEMCRUX,INE298W01016,CHEMCRUX ENTERPRISES LTD.,NSE,NSE_EQ
NSE_EQ|INE459A01010,BANARISUG,INE459A01010,BANNARI AMMAN SUGARS LTD,NSE,NSE_EQ
NSE_EQ|INE247D01039,JINDWORLD,INE247D01039,JINDAL WORLDWIDE LTD,NSE,NSE_EQ
NSE_EQ|INE782E01017,HESTERBIO,INE782E01017,HESTER BIOSCIENCES LTD,NSE,NSE_EQ
NSE_EQ|INE0CU601026,GMRP&UI,INE0CU601026,GMR POW AND URBAN INFRA L,NSE,NSE_EQ
NSE_EQ|INE0N0Y01013,USK,INE0N0Y01013,UDAYSHIVAKUMAR INFRA LTD,NSE,NSE_EQ
NSE_EQ|INE903U01023,SIGNATURE,INE903U01023,SIGNATUREGLOBAL INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE0PA801013,GHCLTEXTIL,INE0PA801013,GHCL TEXTILES LIMITED,NSE,NSE_EQ
NSE_EQ|INE596H01014,HGM,INE596H01014,HANDSON GBL MNGMNT LTD,NSE,NSE_EQ
NSE_EQ|INE440G01017,TRITONV,INE440G01017,TRITON VALVES LTD.,NSE,NSE_EQ
NSE_EQ|INE952H01027,RAJTV,INE952H01027,RAJ TV NETWORK LTD,NSE,NSE_EQ
NSE_EQ|INE876N01018,ORIENTCEM,INE876N01018,ORIENT CEMENT LTD.,NSE,NSE_EQ
NSE_EQ|INE414A01015,MADRASFERT,INE414A01015,MADRAS FERTILISERS LTD,NSE,NSE_EQ
NSE_EQ|INE207E01023,RAMRAT,INE207E01023,RAM RATNA WIRES LIMITED,NSE,NSE_EQ
NSE_EQ|INE425Y01011,RPSGVENT,INE425Y01011,RPSG VENTURES LIMITED,NSE,NSE_EQ
NSE_EQ|INE669R01026,ELITECON,INE669R01026,ELITECON INTERNATIONAL L,NSE,NSE_EQ
NSE_EQ|INE162A01010,GIPCL,INE162A01010,GUJ IND POW CO. LTD,NSE,NSE_EQ
NSE_EQ|INE073G01016,ASALCBR,INE073G01016,ASSO ALCOHOLS & BREW LTD,NSE,NSE_EQ
NSE_EQ|INE160A01022,PNB,INE160A01022,PUNJAB NATIONAL BANK,NSE,NSE_EQ
NSE_EQ|INE16NZ01023,ORKLAINDIA,INE16NZ01023,ORKLA INDIA LIMITED,NSE,NSE_EQ
NSE_EQ|INE640A01023,SKFINDIA,INE640A01023,SKF INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE1C6T01020,EMMVEE,INE1C6T01020,EMMVEE PHOTOVOLTAIC PWR L,NSE,NSE_EQ
NSE_EQ|INE807F01027,VIYASH,INE807F01027,VIYASH SCIENTIFIC LIMITED,NSE,NSE_EQ
NSE_EQ|INE12UR01024,UTLSOLAR,INE12UR01024,FUJIYAMA POWER SYSTEMS L,NSE,NSE_EQ
NSE_EQ|INE934S01014,GNA,INE934S01014,GNA AXLES LIMITED,NSE,NSE_EQ
NSE_EQ|INE636A01039,MAWANASUG,INE636A01039,MAWANA SUGARS LIMITED,NSE,NSE_EQ
NSE_EQ|INE078V01014,VIKRAMSOLR,INE078V01014,VIKRAM SOLAR LIMITED,NSE,NSE_EQ
NSE_EQ|INE736A01011,CDSL,INE736A01011,CENTRAL DEPO SER (I) LTD,NSE,NSE_EQ
NSE_EQ|INE402H01015,SHBAJRG,INE402H01015,SHRI BAJRANG ALLIANCE L,NSE,NSE_EQ
NSE_EQ|INE173A01025,SIL,INE173A01025,STANDARD INDUSTRIES LTD.,NSE,NSE_EQ
NSE_EQ|INE559A01017,IFBIND,INE559A01017,IFB INDUSTRIES LTD,NSE,NSE_EQ
NSE_EQ|INE076C01018,IFBAGRO,INE076C01018,IFB AGRO INDUSTRIES LTD,NSE,NSE_EQ
NSE_EQ|INE199P01028,GCSL,INE199P01028,GRETEX CORPORATE SERVICES,NSE,NSE_EQ
NSE_EQ|INE0GFE01026,EXXARO,INE0GFE01026,EXXARO TILES LIMITED,NSE,NSE_EQ
NSE_EQ|INE301A01014,RAYMOND,INE301A01014,RAYMOND LTD,NSE,NSE_EQ
NSE_EQ|INE893I01013,VASCONEQ,INE893I01013,VASCON ENGINEERS LTD,NSE,NSE_EQ
NSE_EQ|INE814H01029,ADANIPOWER,INE814H01029,ADANI POWER LTD,NSE,NSE_EQ
NSE_EQ|INE558R01013,HECPROJECT,INE558R01013,HEC INFRA PROJECTS LTD,NSE,NSE_EQ
NSE_EQ|INE495A01022,DALMIASUG,INE495A01022,DALMIA BHARAT SUG IN LTD,NSE,NSE_EQ
NSE_EQ|INE102D01028,GODREJCP,INE102D01028,GODREJ CONSUMER PRODUCTS,NSE,NSE_EQ
NSE_EQ|INE359U01028,LANCER,INE359U01028,LANCER CONTAINER LINES L,NSE,NSE_EQ
NSE_EQ|INE600L01024,LALPATHLAB,INE600L01024,DR. LAL PATH LABS LTD.,NSE,NSE_EQ
NSE_EQ|INE083A01026,MOREPENLAB,INE083A01026,MOREPEN LAB. LTD,NSE,NSE_EQ
NSE_EQ|INE0LGX01024,INA,INE0LGX01024,INSOLATION ENERGY LIMITED,NSE,NSE_EQ
NSE_EQ|INE088F01024,PARADEEP,INE088F01024,PARADEEP PHOSPHATES LTD,NSE,NSE_EQ
NSE_EQ|INE06ZD01017,SHANTIGOLD,INE06ZD01017,SHANTI GOLD INTERNATION L,NSE,NSE_EQ
NSE_EQ|INE801V01019,LAXMICOT,INE801V01019,LAXMI COTSPIN LIMITED,NSE,NSE_EQ
NSE_EQ|INE134E01011,PFC,INE134E01011,POWER FIN CORP LTD.,NSE,NSE_EQ
NSE_EQ|INE269A01021,SONATSOFTW,INE269A01021,SONATA SOFTWARE LTD,NSE,NSE_EQ
NSE_EQ|INE0QRL01017,ARKADE,INE0QRL01017,ARKADE DEVELOPERS LIMITED,NSE,NSE_EQ
NSE_EQ|INE009A01021,INFY,INE009A01021,INFOSYS LIMITED,NSE,NSE_EQ
NSE_EQ|INE962Y01021,IRCON,INE962Y01021,IRCON INTERNATIONAL LTD,NSE,NSE_EQ
NSE_EQ|INE500L01026,SHK,INE500L01026,S H KELKAR AND CO. LTD.,NSE,NSE_EQ
NSE_EQ|INE048G01026,NAVINFLUOR,INE048G01026,NAVIN FLUORINE INT. LTD,NSE,NSE_EQ
NSE_EQ|INE0UOS01011,SANOFICONR,INE0UOS01011,SANOFI CONS HEALTHC IND L,NSE,NSE_EQ
NSE_EQ|INE224A01026,GREAVESCOT,INE224A01026,GREAVES COTTON LTD.,NSE,NSE_EQ
NSE_EQ|INE694L01019,VEDPOWER,INE694L01019,VEDANTA POWER LIMITED,NSE,NSE_EQ
NSE_EQ|INE129Z01016,SINTERCOM,INE129Z01016,SINTERCOM INDIA LIMITED,NSE,NSE_EQ
NSE_EQ|INE145E01017,CRAVATEX,INE145E01017,CRAVATEX LTD.,NSE,NSE_EQ
NSE_EQ|INE154B01023,MOHITE,INE154B01023,MOHITE INDUSTRIES LTD.,NSE,NSE_EQ
NSE_EQ|INE430N01022,VISHWARAJ,INE430N01022,VISHWARAJ SUGAR IND LTD,NSE,NSE_EQ
NSE_EQ|INE587G01015,KAYA,INE587G01015,KAYA LIMITED,NSE,NSE_EQ
NSE_EQ|INE918Z01012,KAYNES,INE918Z01012,KAYNES TECHNOLOGY IND LTD,NSE,NSE_EQ
NSE_EQ|INE376G01013,BIOCON,INE376G01013,BIOCON LIMITED.,NSE,NSE_EQ
NSE_EQ|INE099Z01011,MIDHANI,INE099Z01011,MISHRA DHATU NIGAM LTD,NSE,NSE_EQ
NSE_EQ|INE0VOV01021,DEVX,INE0VOV01021,DEV ACCELERATOR LIMITED,NSE,NSE_EQ
NSE_EQ|INE278B01020,RAMANEWS,INE278B01020,SHREE RAMA NEWSPRINT LTD,NSE,NSE_EQ
NSE_EQ|INE613C01026,MCLOUD,INE613C01026,MAGELLANIC CLOUD LIMITED,NSE,NSE_EQ
NSE_EQ|INE043A01012,GTL,INE043A01012,GTL LTD,NSE,NSE_EQ
NSE_EQ|INE704J01044,VOGL,INE704J01044,VEDANTA OIL AND GAS LTD,NSE,NSE_EQ
NSE_EQ|INE00M201021,SWSOLAR,INE00M201021,STRLNG & WIL REN ENE LTD,NSE,NSE_EQ
NSE_EQ|INE619A01035,PATANJALI,INE619A01035,PATANJALI FOODS LIMITED,NSE,NSE_EQ
NSE_EQ|INE676A01027,BBOX,INE676A01027,BLACK BOX LIMITED,NSE,NSE_EQ
NSE_EQ|INE465A01025,BHARATFORG,INE465A01025,BHARAT FORGE LTD,NSE,NSE_EQ
NSE_EQ|INE611L01021,INDTERRAIN,INE611L01021,IND TERRAIN FASHIONS LTD,NSE,NSE_EQ
NSE_EQ|INE102I01027,ADSL,INE102I01027,ALLIED DIGITAL SERV. LTD,NSE,NSE_EQ
NSE_EQ|INE713B01026,SURYALAXMI,INE713B01026,SURYALAKSHMI COT MIL LTD,NSE,NSE_EQ
NSE_EQ|INE221H01019,GTLINFRA,INE221H01019,GTL INFRA.LTD,NSE,NSE_EQ
NSE_EQ|INE589A01014,NLCINDIA,INE589A01014,NLC INDIA LIMITED,NSE,NSE_EQ
NSE_EQ|INE0MLS01022,EPACKPEB,INE0MLS01022,EPACK PREFAB TECHN LTD,NSE,NSE_EQ
NSE_EQ|INE463A01038,BERGEPAINT,INE463A01038,BERGER PAINTS (I) LTD,NSE,NSE_EQ
NSE_EQ|INE0G5901015,EPACK,INE0G5901015,EPACK DURABLE LIMITED,NSE,NSE_EQ
NSE_EQ|INE647U01026,CLEANMAX,INE647U01026,CLEAN MAX ENVIRO EN SOL L,NSE,NSE_EQ
NSE_EQ|INE955D01029,GENUSPOWER,INE955D01029,GENUS POWER INFRASTRU LTD,NSE,NSE_EQ
NSE_EQ|INE583C01021,DECCANCE,INE583C01021,DECCAN CEMENTS LIMITED,NSE,NSE_EQ
NSE_EQ|INE615P01015,QUESS,INE615P01015,QUESS CORP LIMITED,NSE,NSE_EQ
NSE_EQ|INE0MB501011,JGCHEM,INE0MB501011,J.G.CHEMICALS LIMITED,NSE,NSE_EQ
NSE_EQ|INE00S901012,NILASPACES,INE00S901012,NILA SPACES LIMITED,NSE,NSE_EQ
NSE_EQ|INE170E01023,SATIA,INE170E01023,SATIA INDUSTRIES LIMITED,NSE,NSE_EQ
NSE_EQ|INE622W01025,ACMESOLAR,INE622W01025,ACME SOLAR HOLDINGS LTD,NSE,NSE_EQ
NSE_EQ|INE877F01012,PTC,INE877F01012,PTC INDIA LIMITED,NSE,NSE_EQ
NSE_EQ|INE858F01012,NITCO,INE858F01012,NITCO LIMITED,NSE,NSE_EQ
NSE_EQ|INE846D01012,LORDSCHLO,INE846D01012,LORDS CHLORO ALKALI LTD,NSE,NSE_EQ
NSE_EQ|INE256A01028,ZEEL,INE256A01028,ZEE ENTERTAINMENT ENT LTD,NSE,NSE_EQ
NSE_EQ|INE417B01040,DSSL,INE417B01040,DYNACONS SYS & SOLN LTD,NSE,NSE_EQ
NSE_EQ|INE045A01017,ADOR,INE045A01017,ADOR WELDING LTD,NSE,NSE_EQ
NSE_EQ|INE321M01017,SONAL,INE321M01017,SONAL MERCANTILE LTD.,NSE,NSE_EQ
NSE_EQ|INE838E01017,PONNIERODE,INE838E01017,PONNIE SUGARS (ERODE) LTD,NSE,NSE_EQ
NSE_EQ|INE658G01014,SALSTEEL,INE658G01014,S.A.L. STEEL LTD.,NSE,NSE_EQ
NSE_EQ|INE540L01014,ALKEM,INE540L01014,ALKEM LABORATORIES LTD.,NSE,NSE_EQ
NSE_EQ|INE828A01016,BIL,INE828A01016,BHARTIYA INTERNATIONAL,NSE,NSE_EQ
NSE_EQ|INE577L01016,STEL,INE577L01016,STEL HOLDINGS LIMITED,NSE,NSE_EQ
NSE_EQ|INE011K01018,TEGA,INE011K01018,TEGA INDUSTRIES LIMITED,NSE,NSE_EQ
NSE_EQ|INE026A01025,GSFC,INE026A01025,GUJ STATE FERT & CHEM LTD,NSE,NSE_EQ
NSE_EQ|INE579C01029,VIMTALABS,INE579C01029,VIMTA LABS LIMITED,NSE,NSE_EQ
NSE_EQ|INE237A01036,KOTAKBANK,INE237A01036,KOTAK MAHINDRA BANK LTD,NSE,NSE_EQ
NSE_EQ|INE822C01015,TCPLPACK,INE822C01015,TCPL PACKAGING LIMITED,NSE,NSE_EQ
NSE_EQ|INE298I01015,ARIES,INE298I01015,ARIES AGRO LTD.,NSE,NSE_EQ
NSE_EQ|INE126A01031,EIDPARRY,INE126A01031,EID PARRY INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE200D01020,MMWL,INE200D01020,MEDIA MATRIX WORLDWIDE L,NSE,NSE_EQ
NSE_EQ|INE623A01011,SAKHTISUG,INE623A01011,SAKTHI SUGARS LTD,NSE,NSE_EQ
NSE_EQ|INE620D01011,INDPRUD,INE620D01011,INDUSTRIAL & PRU INV CO L,NSE,NSE_EQ
NSE_EQ|INE871H01011,GSS,INE871H01011,GSS INFOTECH LIMITED,NSE,NSE_EQ
NSE_EQ|INE418E01018,PERMAGN,INE418E01018,PERMANENT MAGNETS LTD.,NSE,NSE_EQ
NSE_EQ|INE457P01020,TOYAMSL,INE457P01020,TOYAM SPORTS LTD.,NSE,NSE_EQ
NSE_EQ|INE939A01011,STAR,INE939A01011,STRIDES PHARMA SCI LTD,NSE,NSE_EQ
NSE_EQ|INE482A01020,CEATLTD,INE482A01020,CEAT LIMITED,NSE,NSE_EQ
NSE_EQ|INE535D01037,ROTO,INE535D01037,ROTO PUMPS LIMITED,NSE,NSE_EQ
NSE_EQ|INE0CPR01018,EKI,INE0CPR01018,EKI ENERGY SERVICES LTD,NSE,NSE_EQ
NSE_EQ|INE165G01010,ASSAMENT,INE165G01010,ASSAM ENTRADE LIMITED,NSE,NSE_EQ
NSE_EQ|INE0K9O01026,LALITHAA,INE0K9O01026,LALITHAA JEWELLERY MART L,NSE,NSE_EQ
NSE_EQ|INE429E01023,SAFARI,INE429E01023,SAFARI IND (INDIA) LTD,NSE,NSE_EQ
NSE_EQ|INE850D01014,GODREJAGRO,INE850D01014,GODREJ AGROVET LIMITED,NSE,NSE_EQ
NSE_EQ|INE361B01024,DIVISLAB,INE361B01024,DIVI S LABORATORIES LTD,NSE,NSE_EQ
NSE_EQ|INE517B01013,TTML,INE517B01013,TATA TELESERV(MAHARASTRA),NSE,NSE_EQ
NSE_EQ|INE967G01019,ZSARACOM,INE967G01019,SARASWATI COMM (INDIA) L,NSE,NSE_EQ
NSE_EQ|INE354A01013,JENBURPH,INE354A01013,JENBURKT PHARMACEUTICAL L,NSE,NSE_EQ
NSE_EQ|INE519A01011,FOSECOIND,INE519A01011,FOSECO INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE689O01013,MERCANTILE,INE689O01013,MERCANTILE VENTURES LTD.,NSE,NSE_EQ
NSE_EQ|INE385C01021,SARDAEN,INE385C01021,SARDA ENERGY & MIN LTD,NSE,NSE_EQ
NSE_EQ|INE606A01024,AMJLAND,INE606A01024,AMJ LAND HOLDINGS LIMITED,NSE,NSE_EQ
NSE_EQ|INE680A01011,DHANBANK,INE680A01011,DHANLAXMI BANK LIMITED,NSE,NSE_EQ
NSE_EQ|INE710A01016,VSTIND,INE710A01016,VST INDUSTRIES LTD,NSE,NSE_EQ
NSE_EQ|INE861D01011,SAHLIBHFI,INE861D01011,SHALIBHADRA FINANCE LTD,NSE,NSE_EQ
NSE_EQ|INE143A01010,OSWALGREEN,INE143A01010,OSWAL GREENTECH LIMITED,NSE,NSE_EQ
NSE_EQ|INE811K01011,PRESTIGE,INE811K01011,PRESTIGE ESTATE LTD,NSE,NSE_EQ
NSE_EQ|INE863I01016,BANG,INE863I01016,BANG OVERSEAS LTD.,NSE,NSE_EQ
NSE_EQ|INE01EA01019,VMM,INE01EA01019,VISHAL MEGA MART LIMITED,NSE,NSE_EQ
NSE_EQ|INE637C01025,POKARNA,INE637C01025,POKARNA LIMITED,NSE,NSE_EQ
NSE_EQ|INE878H01024,INVENTURE,INE878H01024,INVENTURE GRO & SEC LTD,NSE,NSE_EQ
NSE_EQ|INE0LMW01024,CELLO,INE0LMW01024,CELLO WORLD LIMITED,NSE,NSE_EQ
NSE_EQ|INE932A01024,PENIND,INE932A01024,PENNAR INDUSTRIES LTD,NSE,NSE_EQ
NSE_EQ|INE440L01017,TIJARIA,INE440L01017,TIJARIA POLYPIPES LTD,NSE,NSE_EQ
NSE_EQ|INE543V01017,ACEINTEG,INE543V01017,ACE INTEGRATED SOLU. LTD.,NSE,NSE_EQ
NSE_EQ|INE280H01015,SAHYADRI,INE280H01015,SAHYADRI INDUSTRIES LTD,NSE,NSE_EQ
NSE_EQ|INE510A01028,ENGINERSIN,INE510A01028,ENGINEERS INDIA LTD,NSE,NSE_EQ
